special_offer_id,name,amount,free_tickets_count
249,pojedynczy,10.00,0
6695,otwierać,10.00,0
6923,przybyć,10.00,0
5524,amerykański,10.00,0
6254,pokryć,10.00,0
9829,naród,10.00,0
216,urząd,10.00,0
4262,prostytutka,10.00,0
5102,ramię,10.00,0
235,ciekawy,10.00,0
9068,religia,10.00,0
8947,zwolennik,10.00,0
7979,podłoga,10.00,0
5617,szybki,10.00,0
1592,pożar,10.00,0
308,wywoływać,10.00,0
6566,praca,10.00,0
7878,70,10.00,0
2883,złożyć,10.00,0
6712,brązowy,10.00,0
5079,szczególnie,10.00,0
9026,polityka,10.00,0
4456,mądry,10.00,0
6665,wojsko,10.00,0
1223,zacząć,10.00,0
9272,rozmiar,10.00,0
9400,wywodzić się,10.00,0
8147,mieszkaniec,10.00,0
2029,podłoga,10.00,0
6396,kawałek,10.00,0
2247,ucho,10.00,0
9182,dzień,10.00,0
8561,ślub,10.00,0
7776,ziarno,10.00,0
3909,produkcja,10.00,0
1752,pieśń,10.00,0
9596,herb,10.00,0
8406,sam,10.00,0
9395,przecież,10.00,0
4452,wysoki,10.00,0
775,brudny,10.00,0
8430,sztuka,10.00,0
7431,sylaba,10.00,0
1556,drużyna,10.00,0
7165,wielkość,10.00,0
8932,flaga,10.00,0
3239,masło,10.00,0
5916,przyjęcie,10.00,0
2537,zupa,10.00,0
8678,duch,10.00,0
1608,adres,10.00,0
8965,pięć,10.00,0
6480,na,10.00,0
2363,koń,10.00,0
8844,drewniany,10.00,0
1944,teatr,10.00,0
9915,kierunek,10.00,0
4260,specjalny,10.00,0
5445,suchy,10.00,0
6335,klasa,10.00,0
4252,zgodny,10.00,0
442,wpaść,10.00,0
5186,majątek,10.00,0
9006,gotować,10.00,0
5510,podawać,10.00,0
5999,konflikt,10.00,0
947,rzymski,10.00,0
7241,dziki,10.00,0
2719,rower,10.00,0
1748,Hiszpania,10.00,0
2114,chronić,10.00,0
5655,wrócić,10.00,0
9626,publiczny,10.00,0
8440,w czasie,10.00,0
1513,mocno,10.00,0
8466,substancja,10.00,0
645,plac,10.00,0
6263,powstawać,10.00,0
5005,mnóstwo,10.00,0
1009,stać się,10.00,0
5363,muzyka,10.00,0
4857,drogi,10.00,0
726,bo,10.00,0
4001,—,10.00,0
7801,sól,10.00,0
3571,zegar,10.00,0
9226,ryzyko,10.00,0
2756,jadalny,10.00,0
1126,córka,10.00,0
5126,cmentarz,10.00,0
2864,biały,10.00,0
964,czyn,10.00,0
2549,kwestia,10.00,0
3229,chwila,10.00,0
3073,szczyt,10.00,0
3573,niski,10.00,0
3944,abugida,10.00,0
4620,prawny,10.00,0
4290,doprowadzić,10.00,0
9323,syn,10.00,0
1427,robić,10.00,0
7587,zawierać,10.00,0
3941,drzwi,10.00,0
3526,miara,10.00,0
6076,przeszkoda,10.00,0
5013,rodzinny,10.00,0
9119,restauracja,10.00,0
8251,szkoda,10.00,0
3300,użyć,10.00,0
1770,móc,10.00,0
9979,głowa,10.00,0
7963,wysoki,10.00,0
2390,szkoda,10.00,0
360,Morze Śródziemne,10.00,0
1551,40,10.00,0
7024,panować,10.00,0
4561,zawodnik,10.00,0
1668,silny,10.00,0
6461,nosić,10.00,0
1788,tablica,10.00,0
3940,dość,10.00,0
5824,szczęście,10.00,0
5718,wieczór,10.00,0
1938,prosić,10.00,0
7234,nie,10.00,0
811,dodatek,10.00,0
8697,wysyłać,10.00,0
4243,ucho,10.00,0
3835,papier,10.00,0
8272,90,10.00,0
1970,brązowy,10.00,0
7042,krowa,10.00,0
615,70,10.00,0
6818,za pomocą,10.00,0
1771,gra,10.00,0
2032,parlament,10.00,0
456,długo,10.00,0
7965,zachowywać się,10.00,0
7225,zupełnie,10.00,0
2023,niebezpieczeństwo,10.00,0
2167,powodować,10.00,0
577,przed,10.00,0
2998,dlaczego,10.00,0
9497,modlitwa,10.00,0
4318,pojęcie,10.00,0
9822,zmiana,10.00,0
297,wyjście,10.00,0
3058,siódmy,10.00,0
3791,rezultat,10.00,0
1403,lis,10.00,0
9598,wyglądać,10.00,0
8044,komputerowy,10.00,0
6500,przeprowadzać,10.00,0
7091,rada,10.00,0
5056,latać,10.00,0
8033,chłop,10.00,0
1409,kij,10.00,0
6769,rok,10.00,0
5211,but,10.00,0
8010,określać,10.00,0
122,pan,10.00,0
4750,społeczeństwo,10.00,0
5349,podróż,10.00,0
5276,Azja,10.00,0
2257,razem,10.00,0
4943,dwanaście,10.00,0
6534,jaki,10.00,0
6725,wojskowy,10.00,0
7217,kamień,10.00,0
5750,pani,10.00,0
63,wysiłek,10.00,0
2767,lato,10.00,0
1056,dialekt,10.00,0
9642,cień,10.00,0
1733,zboże,10.00,0
7181,pająk,10.00,0
5997,cześć,10.00,0
160,zapach,10.00,0
632,dawać,10.00,0
9269,czyjś,10.00,0
5350,głód,10.00,0
8872,chronić,10.00,0
8566,las,10.00,0
1298,dalej,10.00,0
5419,7,10.00,0
2293,budowa,10.00,0
1889,rozmiar,10.00,0
5069,zakończenie,10.00,0
4961,uderzać,10.00,0
9408,gazeta,10.00,0
1419,symbol,10.00,0
4137,statek,10.00,0
4378,oś,10.00,0
4089,Chrystus,10.00,0
7190,nie-,10.00,0
4858,głośny,10.00,0
392,filozofia,10.00,0
4911,jezioro,10.00,0
4595,móc,10.00,0
2415,martwy,10.00,0
4010,rozpocząć,10.00,0
5879,narząd,10.00,0
6608,muzeum,10.00,0
6958,roślina,10.00,0
1500,wątpliwość,10.00,0
655,tam,10.00,0
6270,czasem,10.00,0
7735,5,10.00,0
7304,twarz,10.00,0
6488,pokój,10.00,0
3753,barwa,10.00,0
2048,poziom,10.00,0
9656,część,10.00,0
2968,łuk,10.00,0
8449,naukowiec,10.00,0
8012,łódź,10.00,0
7261,przygotować,10.00,0
2671,czoło,10.00,0
2866,potem,10.00,0
1070,pieniądze,10.00,0
1550,internetowy,10.00,0
4419,prawy,10.00,0
3133,kalendarz,10.00,0
7707,głupi,10.00,0
8722,moc,10.00,0
2524,szybko,10.00,0
9346,trzeci,10.00,0
2151,poczta,10.00,0
262,miejsce,10.00,0
7432,uciec,10.00,0
9198,jezioro,10.00,0
751,uderzyć,10.00,0
3423,powierzchnia,10.00,0
9280,narodowy,10.00,0
1295,pół,10.00,0
9333,wykonywanie,10.00,0
5574,literatura,10.00,0
921,suma,10.00,0
80,a,10.00,0
6494,bać się,10.00,0
592,połączyć,10.00,0
192,okoliczność,10.00,0
5352,przyjechać,10.00,0
8104,dusza,10.00,0
8136,zero,10.00,0
2239,tłumaczyć,10.00,0
5242,słownik,10.00,0
8381,zaś,10.00,0
1710,uczeń,10.00,0
2086,księga,10.00,0
2552,możliwość,10.00,0
6703,1000,10.00,0
2954,rozwój,10.00,0
927,autobus,10.00,0
5959,tkanina,10.00,0
712,obrót,10.00,0
473,narodowy,10.00,0
676,w czasie,10.00,0
9247,fakt,10.00,0
1866,matematyka,10.00,0
3374,złoto,10.00,0
6329,dzisiejszy,10.00,0
575,wykonywanie,10.00,0
1701,Ukraina,10.00,0
3386,figura,10.00,0
3503,jesień,10.00,0
4130,oczywiście,10.00,0
5407,gęsty,10.00,0
5707,kij,10.00,0
9997,wisieć,10.00,0
6704,ludność,10.00,0
8309,rozmiar,10.00,0
9929,bilet,10.00,0
4502,kontrola,10.00,0
3780,piłka,10.00,0
2538,tor,10.00,0
1479,powietrze,10.00,0
3278,wysłać,10.00,0
3529,według,10.00,0
3127,bieg,10.00,0
2670,chronić,10.00,0
2566,koza,10.00,0
4032,oddać,10.00,0
8348,nauczyciel,10.00,0
890,Ukraina,10.00,0
5671,tłum,10.00,0
3558,dolny,10.00,0
3840,świeży,10.00,0
5923,przebywać,10.00,0
1322,epoka,10.00,0
5938,teatr,10.00,0
3629,następny,10.00,0
168,klient,10.00,0
7914,urodzenie,10.00,0
8852,jej,10.00,0
7777,fizyczny,10.00,0
6334,jadalny,10.00,0
5286,bezpieczeństwo,10.00,0
9021,powiat,10.00,0
115,sok,10.00,0
336,okazja,10.00,0
5685,powierzchnia,10.00,0
8433,osioł,10.00,0
3873,Niemcy,10.00,0
92,ocean,10.00,0
1797,pani,10.00,0
1532,zdrowy,10.00,0
3015,urząd,10.00,0
130,łagodny,10.00,0
5036,oś,10.00,0
226,biskup,10.00,0
9937,nazywać,10.00,0
1859,uprawiać,10.00,0
1591,pojemnik,10.00,0
3141,tysiąc,10.00,0
2729,uciec,10.00,0
2406,zdarzenie,10.00,0
5072,jedzenie,10.00,0
58,fakt,10.00,0
1722,umowa,10.00,0
7382,samiec,10.00,0
4078,pokarm,10.00,0
5219,znak,10.00,0
6865,przeciwnik,10.00,0
5004,płaszcz,10.00,0
6051,mysz,10.00,0
3541,rolnik,10.00,0
9827,zbiór,10.00,0
8312,zaraz,10.00,0
3075,drobny,10.00,0
8112,inaczej,10.00,0
3723,jazda,10.00,0
7171,liczba,10.00,0
9780,biec,10.00,0
204,jeżeli,10.00,0
1875,opowiadać,10.00,0
7191,100,10.00,0
8668,sztuka,10.00,0
9981,ładny,10.00,0
6419,kolumna,10.00,0
5470,właściwy,10.00,0
179,wiele,10.00,0
3316,wojna,10.00,0
9828,urodzenie,10.00,0
2860,długość,10.00,0
5625,znajdować,10.00,0
6296,zachód,10.00,0
9329,poznać,10.00,0
8267,wykorzystywać,10.00,0
1278,rok,10.00,0
7395,zakład,10.00,0
6638,niezwykły,10.00,0
4617,wyrób,10.00,0
3479,powodować,10.00,0
6888,płynąć,10.00,0
7525,chrześcijański,10.00,0
7773,lek,10.00,0
777,zbyt,10.00,0
6182,burza,10.00,0
9405,wojsko,10.00,0
3365,usługa,10.00,0
8924,cierpienie,10.00,0
9645,zupa,10.00,0
8383,inny,10.00,0
1526,chcieć,10.00,0
4940,również,10.00,0
1696,krótki,10.00,0
223,owoc,10.00,0
5248,państwo,10.00,0
4642,zegar,10.00,0
9901,Niemcy,10.00,0
2997,tutaj,10.00,0
4592,następować,10.00,0
5274,papież,10.00,0
1510,cienki,10.00,0
4014,budynek,10.00,0
2915,biec,10.00,0
3797,uderzać,10.00,0
9867,zamiar,10.00,0
5939,operacja,10.00,0
9923,umieszczać,10.00,0
9853,prawie,10.00,0
557,walczyć,10.00,0
7697,łagodny,10.00,0
7016,łąka,10.00,0
7456,ziemski,10.00,0
578,przestać,10.00,0
1110,milion,10.00,0
709,bogactwo,10.00,0
1358,znaczny,10.00,0
5438,studiować,10.00,0
7813,biblioteka,10.00,0
9674,twarz,10.00,0
5853,brzeg,10.00,0
9418,patrzeć,10.00,0
7268,styczeń,10.00,0
8347,ramię,10.00,0
5250,szanowny,10.00,0
343,choć,10.00,0
9599,w.,10.00,0
8956,religijny,10.00,0
7359,kolumna,10.00,0
7955,małpa,10.00,0
5706,przedstawiać,10.00,0
8637,pokryć,10.00,0
9114,zysk,10.00,0
4828,łaciński,9.00,2
5877,gleba,9.00,1
6548,książę,9.00,1
3548,zdolny,9.00,1
2423,obiad,9.00,1
7859,rozwiązanie,9.00,1
610,cena,9.00,1
6579,europejski,9.00,1
770,alfabet,9.00,1
9683,drogi,9.00,1
7160,graniczyć,9.00,1
3598,pogoda,9.00,1
6304,dobrze,9.00,1
7018,widok,9.00,1
2110,panna,9.00,1
4948,ale,9.00,1
7879,brzydki,9.00,1
3569,złożyć,9.00,1
4019,6,9.00,1
6279,usta,9.00,1
7967,minister,9.00,1
719,zarówno,9.00,1
6950,artykuł,9.00,1
2469,użycie,9.00,1
9379,Afryka,9.00,1
7333,wśród,9.00,1
3923,prawie,9.00,1
6203,gdy,9.00,0
1492,narodowość,9.00,0
3178,amerykański,9.00,0
5634,niedźwiedź,9.00,0
3705,stacja,9.00,0
2559,przedsiębiorstwo,9.00,0
6252,fizyczny,9.00,0
194,oddech,9.00,0
4471,obcy,9.00,0
3729,kot,9.00,0
