"Id kina","Adres","Przychody z biletów"
12,"Gliwice, ul. Niepodległości 9","9277.35"
398,"Płońsk, ul. Okrężna 21","9275.10"
269,"Czeladź, ul. Toruńska 15","9270.10"
215,"Płock, ul. Dolna 29","9255.30"
49,"Bielsko-Biała, ul. Ogrodowa 25","9254.90"
293,"Zduńska Wola, ul. Ludowa 18","9244.65"
196,"Jarosław, ul. Rubinowa 28","9122.15"
439,"Zambrów, ul. Narcyzowa 18","9109.90"
194,"Żary, ul. Tęczowa 16","9103.20"
38,"Jasło, ul. Pogodna 19","9068.75"
392,"Jelenia Góra, ul. Przechodnia 29","9057.00"
442,"Zambrów, ul. Żurawia 20","9031.45"
334,"Zabrze, ul. Stycznia 12","9020.55"
93,"Stalowa Wola, ul. Wiśniowa 9","9011.65"
88,"Nowy Sącz, ul. Wiosenna 12","9005.80"
353,"Żary, ul. Nałkowskiej 3","8991.70"
352,"Żagań, ul. Solidarnosci 27","8974.30"
378,"Skawina, ul. Sybiraków 12","8946.95"
246,"Ostrów Mazowiecka, ul. Sarnia 21","8938.55"
250,"Chełm, ul. Średnia 2","8845.30"
291,"Goleniów, ul. Klonowa 28","8844.95"
55,"Szczecin, ul. Długosza 25","8776.10"
370,"Ełk, ul. Chabrowa 26","8763.70"
280,"Zawiercie, ul. Bolesława Chrobrego 19","8702.10"
373,"Świecie, ul. Robotnicza 22","8651.45"
165,"Kluczbork, ul. Sarnia 30","8629.30"
138,"Sochaczew, ul. Jeżynowa 9","8629.20"
342,"Kętrzyn, ul. Dąbrowskiego 14","8617.35"
131,"Świnoujście, ul. Podmiejska 8","8608.80"
153,"Dzierżoniów, ul. Rolnicza 8","8593.85"
207,"Płońsk, ul. Mieszka I 7","8566.15"
232,"Białogard, ul. Jana Pawła II 28","8548.15"
397,"Bełchatów, ul. Żwirki i Wigury 18","8546.50"
443,"Rybnik, ul. Radosna 18","8509.75"
71,"Krotoszyn, ul. Pocztowa 30","8481.70"
73,"Sopot, ul. Odrzańska 5","8461.85"
27,"Tychy, ul. Mickiewicza 18","8448.50"
262,"Toruń, ul. Reja 22","8374.65"
75,"Mielec, ul. Mokra 22","8374.10"
118,"Łuków, ul. Powstańców Wielkopolskich 28","8359.95"
263,"Starogard Gdański, ul. Kochanowskiego 21","8344.55"
57,"Szczytno, ul. Odrzańska 22","8304.55"
418,"Ciechanów, ul. Żabia 26","8296.05"
381,"Bielsk Podlaski, ul. Kolorowa 29","8253.95"
8,"Bydgoszcz, ul. Niepodległości 3","8236.65"
260,"Świdnik, ul. Stroma 14","8212.60"
52,"Ełk, ul. Źródlana 2","8211.90"
422,"Pabianice, ul. Nowa 6","8155.80"
274,"Chełm, ul. Bydgoska 23","8155.35"
14,"Siedlce, ul. Maczka 23","8148.40"
53,"Przemyśl, ul. Pocztowa 8","8138.55"
63,"Knurów, ul. Olchowa 7","8127.80"
10,"Tarnobrzeg, ul. Warszawska 6","8118.70"
328,"Stalowa Wola, ul. Ptasia 25","8093.20"
159,"Świdnica, ul. Grzybowa 7","8079.40"
59,"Sanok, ul. Ptasia 8","8071.50"
37,"Brzeg, ul. Jesionowa 17","8066.15"
312,"Oława, ul. Królewska 22","8053.35"
94,"Wołomin, ul. Stolarska 1","8036.85"
333,"Kalisz, ul. Szmaragdowa 15","8030.00"
434,"Brzeg, ul. Strażacka 12","7998.25"
58,"Zabrze, ul. Ściegiennego 1","7975.45"
216,"Rumia, ul. Witosa 2","7964.00"
424,"Świebodzice, ul. Powstańców 28","7956.10"
226,"Warszawa, ul. Królewska 19","7944.10"
26,"Olsztyn, ul. Średnia 3","7917.90"
192,"Gdynia, ul. Zachodnia 24","7892.30"
409,"Gliwice, ul. Bolesława Krzywoustego 23","7879.70"
172,"Konin, ul. Koralowa 6","7825.40"
5,"Jasło, ul. Wrzosowa 30","7824.60"
420,"Kościerzyna, ul. Dobra 19","7821.90"
249,"Kalisz, ul. Rzeczna 8","7812.90"
41,"Oleśnica, ul. Brzozowa 10","7794.50"
20,"Marki, ul. Okrężna 13","7786.55"
470,"Środa Wielkopolska, ul. Grottgera 24","7781.55"
95,"Jarosław, ul. Dworska 11","7772.20"
230,"Mielec, ul. Tysiąclecia 2","7752.05"
102,"Lubliniec, ul. Topolowa 20","7747.85"
124,"Sieradz, ul. Wodna 2","7745.00"
272,"Płońsk, ul. Piastowska 9","7743.25"
68,"Katowice, ul. Zakątek 22","7738.15"
304,"Starogard Gdański, ul. Azaliowa 13","7708.10"
377,"Iława, ul. Ciasna 15","7683.60"
471,"Augustów, ul. Skośna 6","7639.05"
211,"Elbląg, ul. Jaworowa 12","7632.45"
447,"Białogard, ul. Kaszubska 20","7603.15"
297,"Białystok, ul. Orzechowa 30","7579.85"
465,"Biała Podlaska, ul. Kalinowa 25","7531.95"
497,"Głogów, ul. Jałowcowa 29","7519.15"
176,"Łaziska Górne, ul. Długa 21","7519.05"
473,"Żyrardów, ul. Wierzbowa 23","7518.65"
305,"Piła, ul. Kolorowa 13","7513.35"
386,"Suwałki, ul. Sowia 22","7493.80"
156,"Pabianice, ul. Narutowicza 26","7459.20"
400,"Police, ul. Morelowa 15","7436.90"
427,"Jarocin, ul. Krakowska 12","7431.80"
390,"Nysa, ul. Narutowicza 30","7405.00"
292,"Mińsk Mazowiecki, ul. Makowa 9","7386.95"
21,"Wejherowo, ul. Rolnicza 19","7380.85"
147,"Wałcz, ul. Olchowa 5","7375.90"
329,"Bielawa, ul. Tylna 14","7371.50"
261,"Lubartów, ul. Ludowa 8","7368.65"
115,"Bielsko-Biała, ul. Agrestowa 21","7367.15"
475,"Mikołów, ul. Żytnia 9","7322.05"
454,"Kraśnik, ul. Zielona 5","7304.40"
281,"Bełchatów, ul. Rzemieślnicza 2","7300.15"
22,"Szczecin, ul. Graniczna 21","7292.25"
3,"Nowy Sącz, ul. Młynarska 28","7247.00"
24,"Kraśnik, ul. Sosnowa 21","7230.65"
204,"Tychy, ul. Broniewskiego 14","7207.80"
220,"Jastrzębie-Zdrój, ul. Orla 30","7195.30"
349,"Szczecin, ul. Szczęśliwa 14","7177.15"
67,"Będzin, ul. Piastowska 27","7133.95"
384,"Myszków, ul. Korfantego 3","7131.65"
18,"Stalowa Wola, ul. Wrzosowa 4","7102.75"
234,"Katowice, ul. Zapolskiej 23","7086.95"
496,"Olkusz, ul. Władysława Jagiełły 17","7084.10"
76,"Częstochowa, ul. Boczna 30","7083.45"
157,"Puławy, ul. Perłowa 18","7068.70"
125,"Radom, ul. Borówkowa 5","7054.95"
426,"Zabrze, ul. Chmielna 13","7043.55"
449,"Krotoszyn, ul. Jana 7","7034.10"
417,"Łowicz, ul. Wyszyńskiego 16","7014.30"
39,"Mińsk Mazowiecki, ul. Sienkiewicza 18","7013.25"
96,"Puławy, ul. Długa 24","7010.55"
364,"Mikołów, ul. Wyszyńskiego 7","7000.75"
170,"Brzeg, ul. Kilińskiego 18","6995.40"
361,"Ostróda, ul. Jaśminowa 12","6946.45"
415,"Tarnów, ul. Zaciszna 14","6927.50"
423,"Płońsk, ul. Młyńska 16","6907.20"
478,"Żory, ul. Łączna 6","6890.95"
403,"Suwałki, ul. Wojciecha 24","6886.70"
9,"Białogard, ul. Górska 24","6867.15"
173,"Sanok, ul. Kolonia 18","6853.30"
273,"Jawor, ul. Baczynskiego 4","6810.70"
91,"Piła, ul. Polna 24","6784.25"
253,"Świętochłowice, ul. Górska 12","6771.50"
339,"Grodzisk Mazowiecki, ul. Gałczynskiego 11","6767.35"
469,"Racibórz, ul. Reymonta 20","6760.90"
413,"Kościan, ul. Willowa 25","6718.00"
367,"Lębork, ul. Stroma 13","6691.35"
155,"Starogard Gdański, ul. Ogrodowa 29","6661.00"
264,"Oleśnica, ul. Wrocławska 2","6646.85"
336,"Kluczbork, ul. Krótka 23","6638.60"
318,"Wrocław, ul. Szczęśliwa 15","6591.85"
332,"Luboń, ul. Truskawkowa 2","6585.05"
319,"Świnoujście, ul. Bociania 17","6577.15"
61,"Zgierz, ul. Listopada 18","6555.90"
92,"Świdnica, ul. Maja 18","6534.50"
296,"Warszawa, ul. Władysława Łokietka 6","6507.05"
168,"Bydgoszcz, ul. Malczewskiego 25","6495.70"
151,"Zakopane, ul. Graniczna 11","6479.90"
396,"Środa Wielkopolska, ul. Podwale 4","6465.25"
126,"Bolesławiec, ul. Podmiejska 4","6464.85"
109,"Płońsk, ul. Borowa 3","6440.05"
271,"Skawina, ul. Pocztowa 10","6421.75"
393,"Zgorzelec, ul. Kusocińskiego 6","6411.85"
385,"Płońsk, ul. Wojska Polskiego 4","6383.85"
119,"Kędzierzyn-Koźle, ul. Żurawia 19","6328.30"
356,"Kołobrzeg, ul. Opolska 21","6327.15"
144,"Sosnowiec, ul. Krzywa 3","6300.75"
459,"Katowice, ul. Sportowa 25","6299.30"
457,"Czerwionka-Leszczyny, ul. Rzemieślnicza 9","6290.25"
298,"Zakopane, ul. Częstochowska 24","6279.10"
371,"Tarnów, ul. Promienna 30","6278.30"
290,"Inowrocław, ul. Piękna 6","6272.00"
150,"Ząbki, ul. Lipowa 15","6216.90"
303,"Warszawa, ul. Boczna 2","6201.30"
164,"Dębica, ul. Solidarnosci 1","6186.30"
177,"Żywiec, ul. Żwirki i Wigury 6","6168.20"
498,"Piła, ul. Żeromskiego 12","6150.85"
98,"Marki, ul. Agrestowa 27","6131.60"
219,"Piotrków Trybunalski, ul. Dojazdowa 14","6117.15"
85,"Knurów, ul. Irysowa 20","6114.15"
180,"Piła, ul. Dobra 21","6092.20"
275,"Rzeszów, ul. Wróblewskiego 17","6083.85"
307,"Legionowo, ul. Piaskowa 19","6069.25"
87,"Czeladź, ul. Władysława Łokietka 2","6062.65"
317,"Oleśnica, ul. Strzelecka 1","6021.75"
440,"Bolesławiec, ul. Działkowa 26","5980.55"
376,"Jelenia Góra, ul. Krasickiego 5","5915.40"
295,"Rybnik, ul. Zbożowa 19","5885.65"
453,"Jasło, ul. Listopada 23","5884.85"
391,"Płońsk, ul. Leśna 1","5882.55"
209,"Kraków, ul. Dolna 7","5867.10"
247,"Świnoujście, ul. Urocza 18","5857.25"
51,"Ostrów Mazowiecka, ul. Powstańców Śląskich 7","5852.20"
287,"Wołomin, ul. Piwna 17","5795.45"
368,"Koszalin, ul. Rumiankowa 28","5791.85"
89,"Jelenia Góra, ul. Zakole 22","5791.60"
435,"Piła, ul. Piwna 27","5788.50"
365,"Legionowo, ul. Graniczna 6","5759.05"
182,"Kętrzyn, ul. Kochanowskiego 25","5742.55"
218,"Częstochowa, ul. Orzechowa 17","5740.55"
162,"Ełk, ul. Andersa 16","5717.20"
120,"Czerwionka-Leszczyny, ul. Podleśna 5","5684.70"
227,"Oleśnica, ul. Traugutta 19","5682.20"
105,"Jastrzębie-Zdrój, ul. Wiśniowa 17","5656.50"
56,"Zielona Góra, ul. Warszawska 27","5647.85"
344,"Bochnia, ul. Lipca 15","5630.65"
495,"Zabrze, ul. Kolonia 15","5621.05"
141,"Zielona Góra, ul. Działkowa 11","5613.70"
197,"Police, ul. Cedrowa 30","5613.15"
208,"Rybnik, ul. Skrajna 11","5579.75"
47,"Szczytno, ul. Klonowa 20","5550.55"
467,"Malbork, ul. Willowa 1","5516.15"
492,"Legionowo, ul. Klonowa 7","5491.40"
379,"Biłgoraj, ul. Zapolskiej 1","5490.95"
152,"Nowy Targ, ul. Nałkowskiej 6","5461.20"
456,"Olsztyn, ul. Młyńska 18","5451.30"
343,"Katowice, ul. Pułaskiego 8","5451.25"
494,"Brodnica, ul. Owocowa 15","5438.80"
401,"Czeladź, ul. Stefana Batorego 19","5435.70"
25,"Wrocław, ul. Chmielna 14","5413.20"
203,"Kalisz, ul. Rajska 6","5382.05"
351,"Konin, ul. Zamkowa 25","5364.20"
77,"Sochaczew, ul. Lubelska 6","5360.85"
116,"Świdnica, ul. Miła 1","5359.70"
438,"Świebodzice, ul. Wrzosowa 2","5322.65"
40,"Toruń, ul. Kruczkowskiego 25","5317.85"
80,"Kalisz, ul. Handlowa 10","5309.30"
360,"Kalisz, ul. Powstańców 18","5295.95"
239,"Białystok, ul. Borówkowa 19","5292.25"
308,"Kościerzyna, ul. Srebrna 1","5284.65"
191,"Pabianice, ul. Moniuszki 4","5266.30"
375,"Jaworzno, ul. Lubelska 27","5261.25"
23,"Bochnia, ul. Lelewela 26","5234.20"
276,"Inowrocław, ul. Drzymały 10","5229.85"
243,"Kłodzko, ul. Bukowa 4","5215.60"
476,"Pszczyna, ul. Ceglana 6","5215.55"
266,"Ostrowiec Świętokrzyski, ul. Krakowska 5","5191.00"
72,"Opole, ul. Okrężna 30","5166.30"
200,"Radomsko, ul. Widok 8","5165.40"
444,"Siedlce, ul. Kaliska 30","5148.80"
2,"Tarnowskie Góry, ul. Kościuszki 19","5138.40"
198,"Grudziądz, ul. Miłosza 19","5138.15"
167,"Rzeszów, ul. Stycznia 18","5110.30"
302,"Szczytno, ul. Krasińskiego 19","5108.85"
436,"Leszno, ul. Sosnowa 23","5104.50"
136,"Dzierżoniów, ul. Stolarska 24","5095.55"
480,"Chełm, ul. Owocowa 30","5050.20"
31,"Mysłowice, ul. Wysoka 23","5030.65"
121,"Chrzanów, ul. Składowa 30","4952.25"
123,"Ostrów Mazowiecka, ul. Wałowa 5","4943.40"
86,"Szczecinek, ul. Pomorska 12","4932.50"
354,"Kędzierzyn-Koźle, ul. Azaliowa 10","4906.80"
394,"Stalowa Wola, ul. Chmielna 20","4888.55"
388,"Stalowa Wola, ul. Zaułek 16","4844.10"
188,"Płońsk, ul. Wiosenna 19","4816.80"
145,"Lubin, ul. Makowa 9","4815.90"
300,"Sochaczew, ul. Owocowa 1","4805.70"
46,"Płońsk, ul. Młyńska 3","4804.05"
346,"Lubartów, ul. Bolesława Chrobrego 29","4789.75"
338,"Świdnik, ul. Krucza 11","4785.85"
460,"Iława, ul. Lwowska 10","4779.60"
441,"Augustów, ul. Wesoła 7","4775.15"
411,"Wałcz, ul. Jałowcowa 13","4761.75"
15,"Bytom, ul. Topolowa 6","4740.00"
366,"Otwock, ul. Reymonta 5","4722.45"
13,"Kraków, ul. Łanowa 14","4711.80"
82,"Ostrów Mazowiecka, ul. Wróblewskiego 13","4689.25"
199,"Otwock, ul. Lipca 11","4668.35"
458,"Oława, ul. Zielna 19","4662.05"
122,"Puławy, ul. Drzymały 24","4648.90"
462,"Głogów, ul. Irysowa 22","4614.10"
212,"Tczew, ul. Powstańców 11","4607.60"
402,"Nysa, ul. Orzechowa 23","4594.25"
181,"Tarnobrzeg, ul. Mazurska 27","4587.90"
166,"Koszalin, ul. Kilińskiego 8","4538.20"
206,"Marki, ul. Wrocławska 26","4537.85"
210,"Gorzów Wielkopolski, ul. Cedrowa 11","4461.60"
255,"Ciechanów, ul. Tysiąclecia 24","4437.85"
337,"Dąbrowa Górnicza, ul. Bolesława Chrobrego 16","4413.80"
231,"Tarnowskie Góry, ul. Narutowicza 26","4407.65"
133,"Knurów, ul. Paderewskiego 25","4388.90"
137,"Białystok, ul. Kolejowa 12","4385.35"
235,"Biała Podlaska, ul. Bolesława Chrobrego 8","4381.70"
221,"Głogów, ul. Waryńskiego 23","4360.05"
179,"Łomża, ul. Lisia 12","4341.50"
488,"Pabianice, ul. Szafirowa 2","4333.60"
450,"Gliwice, ul. Jagiellońska 8","4327.25"
464,"Swarzędz, ul. Mokra 1","4320.30"
363,"Pruszków, ul. Bociania 6","4300.95"
16,"Gorzów Wielkopolski, ul. Północna 23","4269.80"
347,"Gdynia, ul. Maja 20","4253.15"
158,"Łaziska Górne, ul. Łączna 14","4238.15"
186,"Sanok, ul. Strzelecka 25","4182.55"
433,"Środa Wielkopolska, ul. Widok 17","4180.55"
463,"Kętrzyn, ul. Cmentarna 18","4177.50"
6,"Siedlce, ul. Wąska 5","4117.00"
283,"Mysłowice, ul. Dąbrowskiego 6","4105.70"
279,"Kętrzyn, ul. Cegielniana 24","4104.10"
499,"Świętochłowice, ul. Ściegiennego 1","4103.35"
306,"Tomaszów Mazowiecki, ul. Kossaka 21","4055.00"
425,"Sochaczew, ul. Długosza 11","4035.55"
64,"Włocławek, ul. Wolności 19","4027.65"
301,"Szczecin, ul. Piwna 16","4007.20"
267,"Nowa Ruda, ul. Reymonta 19","3998.00"
466,"Puławy, ul. Podwale 11","3971.45"
445,"Swarzędz, ul. Jagiellońska 5","3950.85"
362,"Tarnów, ul. Staffa 27","3899.50"
139,"Kraśnik, ul. Jasna 9","3897.85"
412,"Augustów, ul. Narutowicza 2","3883.70"
222,"Gdańsk, ul. Narcyzowa 27","3863.90"
134,"Giżycko, ul. Kraszewskiego 6","3790.80"
324,"Oława, ul. Szkolna 6","3787.60"
1,"Malbork, ul. Modrzewiowa 22","3778.75"
65,"Kościan, ul. Konwaliowa 11","3778.45"
479,"Łuków, ul. Jabłoniowa 24","3773.40"
66,"Iława, ul. Krucza 5","3761.25"
50,"Starachowice, ul. Okrężna 7","3758.85"
163,"Bełchatów, ul. Kowalska 13","3724.35"
405,"Zgierz, ul. Sybiraków 18","3673.50"
100,"Zduńska Wola, ul. Przechodnia 16","3641.05"
289,"Opole, ul. Żurawia 24","3632.50"
288,"Świnoujście, ul. Krzywa 17","3629.35"
428,"Rzeszów, ul. Lazurowa 12","3604.65"
372,"Radom, ul. Korfantego 8","3581.95"
33,"Września, ul. Malczewskiego 25","3559.90"
193,"Ząbki, ul. Sosnowa 5","3544.20"
146,"Bielawa, ul. Topolowa 8","3541.80"
358,"Otwock, ul. Kusocińskiego 27","3535.85"
357,"Tychy, ul. Gołębia 17","3506.90"
432,"Myszków, ul. Staszica 17","3505.65"
407,"Polkowice, ul. Narutowicza 14","3483.35"
278,"Poznań, ul. Kochanowskiego 20","3477.60"
258,"Nowa Ruda, ul. Graniczna 30","3469.85"
84,"Szczecin, ul. Daszyńskiego 6","3456.40"
101,"Polkowice, ul. Hallera 29","3451.50"
130,"Otwock, ul. Jagiellońska 15","3427.75"
486,"Bielawa, ul. Kasprowicza 6","3416.20"
112,"Inowrocław, ul. Wysoka 15","3413.05"
229,"Nowa Sól, ul. Górnicza 4","3407.70"
117,"Środa Wielkopolska, ul. Bursztynowa 11","3404.90"
236,"Tomaszów Mazowiecki, ul. Irysowa 7","3392.25"
103,"Szczecin, ul. Czereśniowa 22","3391.85"
185,"Żary, ul. Rynek 4","3381.10"
446,"Reda, ul. Podmiejska 9","3353.10"
310,"Bełchatów, ul. Prusa 20","3307.90"
79,"Piastów, ul. Wałowa 22","3281.65"
345,"Kutno, ul. Kraszewskiego 29","3278.45"
32,"Czeladź, ul. Lazurowa 9","3258.40"
369,"Mysłowice, ul. Mała 12","3257.40"
154,"Wrocław, ul. Chmielna 5","3251.65"
437,"Skawina, ul. Podleśna 26","3250.30"
148,"Łomża, ul. Dobra 21","3205.45"
299,"Gniezno, ul. Podmiejska 8","3184.00"
54,"Police, ul. Wspólna 5","3178.75"
83,"Ostróda, ul. Zbożowa 22","3175.90"
90,"Lublin, ul. Jana III Sobieskiego 6","3161.45"
474,"Zakopane, ul. Chełmońskiego 28","3130.20"
416,"Stalowa Wola, ul. Rzeczna 11","3098.15"
487,"Chojnice, ul. Kilińskiego 15","3084.70"
284,"Lębork, ul. Dolna 29","3062.90"
252,"Pszczyna, ul. Prosta 4","3060.70"
142,"Legnica, ul. Browarna 14","3050.20"
491,"Piotrków Trybunalski, ul. Sucharskiego 19","3034.30"
169,"Szczytno, ul. Warszawska 15","3019.00"
45,"Nowa Sól, ul. Osiedlowa 30","3016.05"
387,"Tomaszów Mazowiecki, ul. Bydgoska 4","2990.15"
314,"Szczytno, ul. Lipowa 29","2981.25"
484,"Chojnice, ul. Klonowa 12","2979.60"
248,"Środa Wielkopolska, ul. Błękitna 9","2963.70"
341,"Piaseczno, ul. Szmaragdowa 16","2938.00"
183,"Jaworzno, ul. Szafirowa 26","2925.00"
452,"Wejherowo, ul. Wierzbowa 15","2911.95"
201,"Bielsk Podlaski, ul. Kielecka 21","2906.40"
331,"Skawina, ul. Popiełuszki 5","2906.20"
127,"Gniezno, ul. Długosza 3","2903.40"
322,"Świętochłowice, ul. Solidarnosci 5","2873.40"
309,"Inowrocław, ul. Akacjowa 22","2829.60"
257,"Lębork, ul. Północna 12","2817.25"
106,"Starachowice, ul. Nałkowskiej 24","2765.15"
190,"Sopot, ul. Jaworowa 29","2739.55"
78,"Kołobrzeg, ul. Świerczewskiego 2","2727.85"
178,"Czeladź, ul. Orzeszkowej 2","2707.40"
36,"Leszno, ul. Daleka 8","2702.40"
228,"Goleniów, ul. Agrestowa 23","2689.40"
315,"Piastów, ul. Borowa 8","2686.75"
408,"Olkusz, ul. Zakole 28","2676.05"
256,"Stargard Szczeciński, ul. Willowa 14","2657.55"
268,"Rybnik, ul. Leszczynowa 2","2642.60"
244,"Lubliniec, ul. Mostowa 1","2638.15"
355,"Skawina, ul. Wyszyńskiego 1","2610.40"
19,"Tczew, ul. Jeziorna 23","2598.00"
245,"Marki, ul. Tysiąclecia 4","2591.10"
383,"Żyrardów, ul. Żwirowa 11","2566.45"
380,"Racibórz, ul. Majowa 3","2566.05"
129,"Wrocław, ul. Sosnowa 23","2548.45"
224,"Grodzisk Mazowiecki, ul. Wodna 3","2535.60"
481,"Ruda Śląska, ul. Kaszubska 26","2501.60"
335,"Pruszcz Gdański, ul. Sokola 27","2493.50"
472,"Katowice, ul. Mazowiecka 10","2467.05"
34,"Kluczbork, ul. Poniatowskiego 26","2466.15"
81,"Oława, ul. Chmielna 30","2403.80"
132,"Sandomierz, ul. Władysława Łokietka 9","2360.75"
350,"Rybnik, ul. Kalinowa 11","2311.80"
108,"Świebodzice, ul. Szarych Szeregów 21","2204.85"
238,"Radom, ul. Porzeczkowa 3","2132.65"
414,"Legionowo, ul. Stefana Batorego 9","2115.00"
187,"Rumia, ul. Leśna 13","2114.25"
259,"Pabianice, ul. Pogodna 9","2048.10"
482,"Lębork, ul. Rybacka 22","2031.25"
60,"Mysłowice, ul. Górna 5","2014.35"
174,"Sanok, ul. Widokowa 20","2001.40"
225,"Lubliniec, ul. Kossaka 15","1989.00"
410,"Świdnik, ul. Wyspiańskiego 6","1970.10"
233,"Gorzów Wielkopolski, ul. Podmiejska 30","1900.70"
44,"Świdnik, ul. Powstańców Śląskich 5","1890.00"
468,"Polkowice, ul. Jagiellońska 4","1750.45"
493,"Słupsk, ul. Andersa 22","1731.15"
30,"Oświęcim, ul. Słowianska 2","1726.40"
254,"Tomaszów Mazowiecki, ul. Wschodnia 12","1688.35"
161,"Jasło, ul. Fiołkowa 9","1620.15"
62,"Toruń, ul. Jadwigi 28","1584.65"
282,"Chrzanów, ul. Daleka 17","1575.65"
7,"Sochaczew, ul. Wróblewskiego 4","1563.05"
110,"Krosno, ul. Powstańców Śląskich 7","1498.30"
490,"Gdynia, ul. Słowackiego 1","1333.50"
399,"Brodnica, ul. Azaliowa 20","1277.30"
461,"Police, ul. Owocowa 20","1152.55"
217,"Iława, ul. Wiosenna 17","962.80"
448,"Brodnica, ul. Dąbrowskiego 19","466.15"
